Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
Albania,2011,Total,Both Sexes,Durrës,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013,113249,null
Albania,2011,Total,Both Sexes,TIRANA,City proper,Census - de jure - complete tabulation,"Final figure, complete",2013,418495,null
Albania,2003,Total,Both Sexes,TIRANA,City proper,Estimate - de facto,"Final figure, complete",2004,392863,null
Algeria,2008,Total,Both Sexes,Adrar,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,200834,null
Algeria,2008,Total,Both Sexes,Ain Defla,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,450280,null
Algeria,2008,Total,Both Sexes,Ain Temouchent,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,299341,null
Algeria,2008,Total,Both Sexes,Annaba,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,442230,null
Algeria,2008,Total,Both Sexes,Batna,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,768444,null
Algeria,2008,Total,Both Sexes,Béchar,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,236213,null
Algeria,2008,Total,Both Sexes,Bejaïa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,559981,null
Algeria,2008,Total,Both Sexes,Beskra (Biskra),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,563245,null
Algeria,2008,Total,Both Sexes,Bordj Bou Arreridj,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,422986,null
Algeria,2008,Total,Both Sexes,Bouira,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,372196,null
Algeria,2008,Total,Both Sexes,Boumerdes,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,459250,null
Algeria,2008,Total,Both Sexes,Chlef,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,521070,null
Algeria,2008,Total,Both Sexes,El Bayadh,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,192958,null
Algeria,2008,Total,Both Sexes,El Boulaïda (Blida),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,719515,null
Algeria,2008,Total,Both Sexes,ALGIERS (EL DJAZAIR),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,2712944,null
Algeria,2008,Total,Both Sexes,El Djelfa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,825411,null
Algeria,2008,Total,Both Sexes,El Oued,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,495573,null
Algeria,2008,Total,Both Sexes,El Tarf,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,230157,null
Algeria,2008,Total,Both Sexes,Ghardaïa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,355701,null
Algeria,2008,Total,Both Sexes,Ghilizane (Relizane),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,432386,null
Algeria,2008,Total,Both Sexes,Guelma,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,363716,null
Algeria,2008,Total,Both Sexes,Jijel,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,391096,null
Algeria,2008,Total,Both Sexes,Khenchela,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,288849,null
Algeria,2008,Total,Both Sexes,Laghouat,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,371204,null
Algeria,2008,Total,Both Sexes,Lemdiyya (Médéa),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,519383,null
Algeria,2008,Total,Both Sexes,Mestghanem (Mostaganem),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,338143,null
Algeria,2008,Total,Both Sexes,Mila,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,440735,null
Algeria,2008,Total,Both Sexes,Mouaskar (Mascara),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,513432,null
Algeria,2008,Total,Both Sexes,M'Sila,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,666848,null
Algeria,2008,Total,Both Sexes,Naama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,160381,null
Algeria,2008,Total,Both Sexes,Oum El Bouaghi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,467997,null
Algeria,2008,Total,Both Sexes,Qacentina (Constantine),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,717646,null
Algeria,2008,Total,Both Sexes,Saïda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,248939,null
Algeria,2008,Total,Both Sexes,Sidi-bel-Abbès,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,517836,null
Algeria,2008,Total,Both Sexes,Skikda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,543402,null
Algeria,2008,Total,Both Sexes,Souq Ahras,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,308319,null
Algeria,2008,Total,Both Sexes,Stif (Sétif),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,856457,null
Algeria,2008,Total,Both Sexes,Tamanrasset,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,136822,null
Algeria,2008,Total,Both Sexes,Tbessa (Tébessa),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,515786,null
Algeria,2008,Total,Both Sexes,Tihert (Tiaret),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,637991,null
Algeria,2008,Total,Both Sexes,Tilimsen (Tlemcen),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,672490,null
Algeria,2008,Total,Both Sexes,Tipaza,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,343838,null
Algeria,2008,Total,Both Sexes,Tissemsilt,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,193011,null
Algeria,2008,Total,Both Sexes,Tizi Ouzou,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,585775,null
Algeria,2008,Total,Both Sexes,Wahran (Oran),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,1165687,null
Algeria,2008,Total,Both Sexes,Wargla (Ouargla),City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,473543,null
Algeria,1998,Total,Both Sexes,Annaba,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,352523,null
Algeria,1998,Total,Both Sexes,Batna,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,246800,null
Algeria,1998,Total,Both Sexes,Béchar,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,134523,null
Algeria,1998,Total,Both Sexes,Bejaïa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,144405,null
Algeria,1998,Total,Both Sexes,Beskra (Biskra),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,177060,null
Algeria,1998,Total,Both Sexes,Bordj Bou Arreridj,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,129004,null
Algeria,1998,Total,Both Sexes,Bordj el Kiffan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,103690,null
Algeria,1998,Total,Both Sexes,Ech Cheliff (El Asnam),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,174314,null
Algeria,1998,Total,Both Sexes,El Boulaïda (Blida),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,229788,null
Algeria,1998,Total,Both Sexes,ALGIERS (EL DJAZAIR),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,1569897,null
Algeria,1998,Total,Both Sexes,El Djelfa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,158679,null
Algeria,1998,Total,Both Sexes,El Eulma,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,104758,null
Algeria,1998,Total,Both Sexes,El Wad,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,105151,null
Algeria,1998,Total,Both Sexes,Ghardaïa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,127959,null
Algeria,1998,Total,Both Sexes,Ghilizane (Relizane),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,104644,null
Algeria,1998,Total,Both Sexes,Guelma,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,108682,null
Algeria,1998,Total,Both Sexes,Jijel,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,106306,null
Algeria,1998,Total,Both Sexes,Lemdiyya (Médéa),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,128427,null
Algeria,1998,Total,Both Sexes,Mestghanem (Mostaganem),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,125911,null
Algeria,1998,Total,Both Sexes,M'Sila,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,102151,null
Algeria,1998,Total,Both Sexes,Qacentina (Constantine),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,465021,null
Algeria,1998,Total,Both Sexes,Saïda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,113533,null
Algeria,1998,Total,Both Sexes,Sidi-bel-Abbès,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,183931,null
Algeria,1998,Total,Both Sexes,Skikda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,153531,null
Algeria,1998,Total,Both Sexes,Souq Ahras,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,114512,null
Algeria,1998,Total,Both Sexes,Stif (Sétif),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,214842,null
Algeria,1998,Total,Both Sexes,Tbessa (Tébessa),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,154335,null
Algeria,1998,Total,Both Sexes,Tihert (Tiaret),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,148850,null
Algeria,1998,Total,Both Sexes,Tilimsen (Tlemcen),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,156258,null
Algeria,1998,Total,Both Sexes,Touggourt,City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,114183,null
Algeria,1998,Total,Both Sexes,Wahran (Oran),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,705335,null
Algeria,1998,Total,Both Sexes,Wargla (Ouargla),City proper,Census - de jure - complete tabulation,"Final figure, complete",2003,139381,null
American Samoa,2020,Total,Both Sexes,PAGO PAGO,City proper,Census - de jure - complete tabulation,"Final figure, complete",2024,3000,3
American Samoa,2010,Total,Both Sexes,PAGO PAGO,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,3656,3
American Samoa,2000,Total,Both Sexes,PAGO PAGO,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,4278,3
Andorra,2011,Total,Both Sexes,ANDORRA LA VELLA,Urban agglomeration,Estimate - de jure,"Final figure, complete",2011,22205,1
Andorra,2010,Total,Both Sexes,ANDORRA LA VELLA,Urban agglomeration,Estimate - de jure,"Final figure, complete",2010,23505,1
Andorra,2009,Total,Both Sexes,ANDORRA LA VELLA,Urban agglomeration,Estimate - de jure,"Final figure, complete",2009,24779,1
Andorra,2008,Total,Both Sexes,ANDORRA LA VELLA,Urban agglomeration,Estimate - de jure,"Final figure, complete",2008,24632,1
Andorra,2007,Total,Both Sexes,ANDORRA LA VELLA,Urban agglomeration,Estimate - de jure,"Final figure, complete",2007,24574,1
Andorra,2006,Total,Both Sexes,ANDORRA LA VELLA,Urban agglomeration,Estimate - de jure,"Final figure, complete",2007,24211,1
Andorra,2005,Total,Both Sexes,ANDORRA LA VELLA,Urban agglomeration,Estimate - de jure,"Final figure, complete",2007,23587,1
Andorra,2003,Total,Both Sexes,ANDORRA LA VELLA,Urban agglomeration,Estimate - de jure,"Final figure, complete",2004,21245,1
Anguilla,2011,Total,Both Sexes,THE VALLEY,City proper,Census - de facto - complete tabulation,"Final figure, complete",2016,2812,null
Anguilla,2001,Total,Both Sexes,THE VALLEY,City proper,Estimate - de facto,"Final figure, complete",2003,4904,null
Antigua and Barbuda,1991,Total,Both Sexes,ST. JOHN,City proper,Census - de facto - complete tabulation,"Final figure, complete",1991,22342,null
Argentina,2022,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,317942.260652015,4
Argentina,2022,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,15716718.2525059,4
Argentina,2022,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,227826.407162945,4
Argentina,2022,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,245582.689905845,4
Argentina,2022,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,163124.398037605,4
Argentina,2022,Total,Both Sexes,Córdoba,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,1582649.47571234,4
Argentina,2022,Total,Both Sexes,Corrientes,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,385867.721087223,4
Argentina,2022,Total,Both Sexes,Formosa,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,258029.357220627,4
Argentina,2022,Total,Both Sexes,La Plata,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,914845.205491986,4
Argentina,2022,Total,Both Sexes,La Rioja,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,229418.156793671,4
Argentina,2022,Total,Both Sexes,San Luis - El Chorrillo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,242962.218431426,4
Argentina,2022,Total,Both Sexes,Mar del Plata-Batán,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,654533.877454855,4
Argentina,2022,Total,Both Sexes,Mendoza,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,1041282.4556861,4
Argentina,2022,Total,Both Sexes,Neuquén-Plottier,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,315378.866938632,4
Argentina,2022,Total,Both Sexes,Paraná,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,283577.655844355,4
Argentina,2022,Total,Both Sexes,Posadas,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,380794.736636512,4
Argentina,2022,Total,Both Sexes,Rawson-Trelew-Playa Unión,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,148711.574167306,4
Argentina,2022,Total,Both Sexes,Resistencia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,419567.425922597,4
Argentina,2022,Total,Both Sexes,Río Cuarto,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,180262.858253083,4
Argentina,2022,Total,Both Sexes,Rio Gallegos,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,126886.922781283,4
Argentina,2022,Total,Both Sexes,Rosario,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,1337855.25929243,4
Argentina,2022,Total,Both Sexes,Salta,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,651355.177197641,4
Argentina,2022,Total,Both Sexes,San Juan,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,545424.357158918,4
Argentina,2022,Total,Both Sexes,San Nicolás-Villa Constitución,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,196793.207401342,4
Argentina,2022,Total,Both Sexes,San Salvador de Jujuy-Palpalá,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,353430.636642144,4
Argentina,2022,Total,Both Sexes,Santa Fé,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,542585.477307159,4
Argentina,2022,Total,Both Sexes,Santa Rosa-Toay,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,130110.580040703,4
Argentina,2022,Total,Both Sexes,Santiago del Estero-La Banda,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,409509.793375639,4
Argentina,2022,Total,Both Sexes,Tucumán-Tafí Viejo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,912328.006089923,4
Argentina,2022,Total,Both Sexes,Ushuaia-Río Grande,Urban agglomeration,Estimate - de facto,"Final figure, complete",2022,171934.000153339,4
Argentina,2021,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,316250.345861578,4
Argentina,2021,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,15567820.2773953,4
Argentina,2021,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,225418.996430614,4
Argentina,2021,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,241036.303054142,4
Argentina,2021,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,162020.392731533,4
Argentina,2021,Total,Both Sexes,Córdoba,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,1573230.92348795,4
Argentina,2021,Total,Both Sexes,Corrientes,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,382940.246345335,4
Argentina,2021,Total,Both Sexes,Formosa,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,255425.479134742,4
Argentina,2021,Total,Both Sexes,La Plata,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,905035.196042125,4
Argentina,2021,Total,Both Sexes,La Rioja,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,225807.802622842,4
Argentina,2021,Total,Both Sexes,San Luis - El Chorrillo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,239488.997912753,4
Argentina,2021,Total,Both Sexes,Mar del Plata-Batán,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,649425.71030776,4
Argentina,2021,Total,Both Sexes,Mendoza,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,1033390.5888175,4
Argentina,2021,Total,Both Sexes,Neuquén-Plottier,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,311552.970483424,4
Argentina,2021,Total,Both Sexes,Paraná,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,282057.564175707,4
Argentina,2021,Total,Both Sexes,Posadas,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,376371.274319773,4
Argentina,2021,Total,Both Sexes,Rawson-Trelew-Playa Unión,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,147188.272138539,4
Argentina,2021,Total,Both Sexes,Resistencia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,416912.506594226,4
Argentina,2021,Total,Both Sexes,Río Cuarto,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,178918.865942931,4
Argentina,2021,Total,Both Sexes,Rio Gallegos,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,124623.709787686,4
Argentina,2021,Total,Both Sexes,Rosario,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,1329857.41208306,4
Argentina,2021,Total,Both Sexes,Salta,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,643924.262422547,4
Argentina,2021,Total,Both Sexes,San Juan,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,540713.371984223,4
Argentina,2021,Total,Both Sexes,San Nicolás-Villa Constitución,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,195604.804289023,4
Argentina,2021,Total,Both Sexes,San Salvador de Jujuy-Palpalá,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,350194.366398886,4
Argentina,2021,Total,Both Sexes,Santa Fé,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,538419.353566661,4
Argentina,2021,Total,Both Sexes,Santa Rosa-Toay,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,128903.857948578,4
Argentina,2021,Total,Both Sexes,Santiago del Estero-La Banda,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,405993.596447,4
Argentina,2021,Total,Both Sexes,Tucumán-Tafí Viejo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,906536.60881084,4
Argentina,2021,Total,Both Sexes,Ushuaia-Río Grande,Urban agglomeration,Estimate - de facto,"Final figure, complete",2021,168455.769151836,4
Argentina,2020,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,314538.59851041,4
Argentina,2020,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,15416728.3064762,4
Argentina,2020,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,222984.029777984,4
Argentina,2020,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,236436.509341076,4
Argentina,2020,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,160903.429239017,4
Argentina,2020,Total,Both Sexes,Córdoba,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,1563701.86895129,4
Argentina,2020,Total,Both Sexes,Corrientes,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,379978.444686007,4
Argentina,2020,Total,Both Sexes,Formosa,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,252791.074578256,4
Argentina,2020,Total,Both Sexes,La Plata,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,895110.096243182,4
Argentina,2020,Total,Both Sexes,La Rioja,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,222155.092719213,4
Argentina,2020,Total,Both Sexes,San Luis - El Chorrillo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,235975.020950925,4
Argentina,2020,Total,Both Sexes,Mar del Plata-Batán,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,644257.598143505,4
Argentina,2020,Total,Both Sexes,Mendoza,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,1025406.68203834,4
Argentina,2020,Total,Both Sexes,Neuquén-Plottier,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,307682.171934893,4
Argentina,2020,Total,Both Sexes,Paraná,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,280519.645586536,4
Argentina,2020,Total,Both Sexes,Posadas,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,371895.942045616,4
Argentina,2020,Total,Both Sexes,Rawson-Trelew-Playa Unión,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,145647.108064937,4
Argentina,2020,Total,Both Sexes,Resistencia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,414226.464103709,4
Argentina,2020,Total,Both Sexes,Río Cuarto,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,177559.106824147,4
Argentina,2020,Total,Both Sexes,Rio Gallegos,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,122333.920093625,4
Argentina,2020,Total,Both Sexes,Rosario,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,1321765.26229453,4
Argentina,2020,Total,Both Sexes,Salta,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,636406.192127149,4
Argentina,2020,Total,Both Sexes,San Juan,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,535947.105697122,4
Argentina,2020,Total,Both Sexes,San Nicolás-Villa Constitución,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,194402.451030655,4
Argentina,2020,Total,Both Sexes,San Salvador de Jujuy-Palpalá,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,346920.151608614,4
Argentina,2020,Total,Both Sexes,Santa Fé,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,534204.182896752,4
Argentina,2020,Total,Both Sexes,Santa Rosa-Toay,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,127682.984533787,4
Argentina,2020,Total,Both Sexes,Santiago del Estero-La Banda,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,402436.143881799,4
Argentina,2020,Total,Both Sexes,Tucumán-Tafí Viejo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,900677.2574523,4
Argentina,2020,Total,Both Sexes,Ushuaia-Río Grande,Urban agglomeration,Estimate - de facto,"Final figure, complete",2020,164882.939891915,4
Argentina,2019,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,312806.434651959,4
Argentina,2019,Total,Both Sexes,BUENOS AIRES,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,15263440.8939052,4
Argentina,2019,Total,Both Sexes,Catamarca,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,220519.360623636,4
Argentina,2019,Total,Both Sexes,Comodoro Rivadavia-Rada Tilly,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,231781.427209091,4
Argentina,2019,Total,Both Sexes,Concordia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,159773.018024716,4
Argentina,2019,Total,Both Sexes,Córdoba,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,1554060.03966592,4
Argentina,2019,Total,Both Sexes,Corrientes,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,376981.417563159,4
Argentina,2019,Total,Both Sexes,Formosa,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,250125.41629732,4
Argentina,2019,Total,Both Sexes,La Plata,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,885066.472814378,4
Argentina,2019,Total,Both Sexes,La Rioja,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,218459.020970998,4
Argentina,2019,Total,Both Sexes,San Luis - El Chorrillo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,232420.193524789,4
Argentina,2019,Total,Both Sexes,Mar del Plata-Batán,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,639027.757969364,4
Argentina,2019,Total,Both Sexes,Mendoza,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,1017327.40450959,4
Argentina,2019,Total,Both Sexes,Neuquén-Plottier,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,303765.85582113,4
Argentina,2019,Total,Both Sexes,Paraná,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,278963.191369067,4
Argentina,2019,Total,Both Sexes,Posadas,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,367367.916400629,4
Argentina,2019,Total,Both Sexes,Rawson-Trelew-Playa Unión,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,144087.378820216,4
Argentina,2019,Total,Both Sexes,Resistencia,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,411509.871823949,4
Argentina,2019,Total,Both Sexes,Río Cuarto,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,176183.225763093,4
Argentina,2019,Total,Both Sexes,Rio Gallegos,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,120016.632536704,4
Argentina,2019,Total,Both Sexes,Rosario,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,1313576.05730145,4
Argentina,2019,Total,Both Sexes,Salta,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,628798.00686486,4
Argentina,2019,Total,Both Sexes,San Juan,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,531124.459795535,4
Argentina,2019,Total,Both Sexes,San Nicolás-Villa Constitución,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,193185.737554786,4
Argentina,2019,Total,Both Sexes,San Salvador de Jujuy-Palpalá,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,343607.497285361,4
Argentina,2019,Total,Both Sexes,Santa Fé,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,529938.524938365,4
Argentina,2019,Total,Both Sexes,Santa Rosa-Toay,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,126447.494170958,4
Argentina,2019,Total,Both Sexes,Santiago del Estero-La Banda,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,398836.120662019,4
Argentina,2019,Total,Both Sexes,Tucumán-Tafí Viejo,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,894752.545122747,4
Argentina,2019,Total,Both Sexes,Ushuaia-Río Grande,Urban agglomeration,Estimate - de facto,"Final figure, complete",2019,161213.779381657,4
Argentina,2016,Total,Both Sexes,Bahía Blanca-Cerri,Urban agglomeration,Estimate - de facto,"Final figure, complete",2016,308922,4
